Prod_ID,Ques_ID,Question_Text,Ans_Text
122,713,"So, why do the different colors cost different? It's just a different color, right? That makes no sense to me.",I noticed that too. makes no sense here either.
122,714,our vehicle does not have a Latch system to attach a car seat to.  Will this work with a regular seat belt?,"Yes! In fact, we didn't use the latch system(car didn't have one)  just the seat belt and the car seat did excellent in our rollover accident! Our son is now big enough to use this seat just as a booster and the seat belt works well that way as well. This seat has been a great investment for our family."
122,715,"Anyone used the Safety 1st Alpha Omega Elite Convertible Car Seat on an airplane? My husband and I have this car seat, and we will be taking a trip soon. We were wondering if anyone has any expeirence with this car seat on an airplane? We don't want to buy another seat just for the plane, and we have the gogo Kidz Travelmate for it. We are hoping it doesn't take up too much room and fits in the seats ok.",Did you use it with the base on the airplane? We had to remove the base to properly install it in our CRV. So was wondering if we need to carry the car seat base so it fits better in the airplane.
122,716,Will this car seat fit in my 2014 honda civic? i want to put it in the middle because it's safest but i'm not sure if it will fit. please help!,Yes! I have two in my mid size car. No one can fit between the two. I can imagine it would snug for any back seat passenger but I love ours!
123,717,How do you charge this? My daughter is looking for a night light that can't be unplugged for our 2 year old granddaughter.,"It works like a cordless phone. There is a base which you place the nightlight on all day, and you simply remove it when you'd like to use it. It is cord free, battery free (in the traditional AA, AAA sense). My daughter has it on a shelf right next to the bed. It really does illuminate the room in a glow. She has also slept with it in the bed, it is completely cool to the touch.  You can choose to set it to a short timer or have it light all night long, as well as choose one color or have it color change through its rainbow of choices. They really are adorable."
123,718,"Can you leave this charging and on all night, or do you have to remove it from the charging station to turn it on as a night light?","You cannot charge and use it simultaneously. If it's on when it's charging, the battery will become damaged."
123,719,My son wants something he can read with at night without waking his sibling on the lower bunk with the big light. Is this bright enough to read by?,"My seven year old says it's not bright enough to read a chapter book by. She says she could see well enough to read a board book or other book with big letters but not a regular book. She has very good vision, so she's probably a reliable source. Blue is brighter than the other colors so it might work, but a headlamp would be probably be a better bet for reading in a dark room."
123,720,"Is there an easy way to turn it on, in the middle of the night, for diapering and feeding?",It's easy to turn on - just push the button but it's probably not bright enough for diapering...should be ok for feeding.
123,721,How long is the battery time if leaving it on?,"Hello Chloe. The KinderGlo will typically last between 8 and 12 hours depending upon several factors.  Color mode and battery condition (how well charged the lamp is and the age of the lamp) both affect the use time. Color cycling mode uses slightly more power than a constant color mode, so the light will last for slightly less time on this setting.We hope this is helpful!"
123,722,Is there a way to reset the night light? The Dino stopped working last night. No red light when charging doesn't turn on.,"If you see no light at all it could be a problem with the base, not the Dino part. We had a problem with the base prong once. I emailed the Kinderglo company and they trouble- shooted with me to try to determine if it was something easily fixable. When it wasn't they asked me for my information and sent me a new base. In my case the metal prong was bend a bit and it simply wouldn't line up correctly to form a connection."
123,723,I'm looking for a red night light. Do you have to cycle through the different color settings every time you turn it on?,No
123,724,Does the red charging light turn green when charging is complete? We've had ours charging for 12hrs and it's still red.,All of ours have turned green once they are full charged.
123,725,My question is in regards to batteries - are they included? What battery type does it take?,"They come with a plug in, no battery."
